0,215
0,286
0,470
1,231
1,287
2,252
2,266
2,358
2,493
3,13
3,258
3,426
4,272
4,386
4,400
5,6
5,29
5,263
5,296
5,316
5,389
6,144
6,155
6,182
6,229
6,265
6,275
7,93
7,178
7,187
7,313
7,354
7,448
8,15
8,70
8,100
8,256
8,348
8,363
8,378
8,466
9,30
9,117
9,370
10,147
10,225
10,264
10,352
10,436
10,488
11,23
11,115
11,168
11,176
11,385
12,114
12,163
12,247
12,455
13,119
13,121
13,179
13,361
13,471
14,283
14,320
14,341
14,373
14,388
14,417
15,103
15,104
16,273
16,320
16,336
16,393
16,453
17,233
17,263
17,312
17,493
18,134
18,178
19,92
19,229
20,405
20,467
20,492
21,176
21,320
21,407
21,415
21,480
22,67
22,115
22,125
22,146
22,420
23,47
23,192
23,377
24,83
24,119
24,416
25,48
25,150
25,226
25,320
26,155
26,208
26,481
26,487
27,85
27,101
27,146
27,395
27,397
27,409
28,146
28,203
28,270
29,125
29,293
29,314
29,363
29,426
30,250
31,188
31,252
31,328
31,367
31,418
32,86
32,415
34,153
34,262
34,361
34,407
35,322
35,338
36,134
36,159
37,187
37,204
37,343
37,352
37,456
38,211
38,247
38,314
38,319
38,383
39,51
39,242
39,396
40,226
40,442
41,120
41,240
41,342
41,368
41,402
42,238
42,385
42,405
42,407
42,471
43,456
43,462
43,480
44,141
44,227
44,278
44,415
45,50
45,180
46,148
46,189
46,207
46,345
46,490
47,407
47,414
48,101
48,373
48,393
49,68
49,78
49,200
50,64
50,100
50,312
50,499
51,146
51,417
51,494
52,79
52,385
52,447
53,289
53,416
54,420
54,453
55,81
55,220
55,263
55,370
56,100
56,161
56,175
57,144
57,303
58,434
58,437
59,141
59,422
59,429
59,468
60,469
61,81
61,108
61,113
61,137
61,246
61,300
61,399
61,450
62,99
63,328
63,385
63,418
63,476
63,493
63,495
64,311
64,338
64,470
65,90
66,269
66,305
66,378
67,106
67,154
67,277
67,410
67,493
68,127
68,168
68,276
69,97
69,180
69,303
71,218
71,382
72,394
73,80
73,107
73,157
73,259
74,159
74,279
74,386
74,410
75,190
75,237
75,289
76,223
76,255
76,453
77,341
77,353
78,202
78,314
78,331
79,319
79,487
80,85
80,154
80,227
80,302
80,381
81,346
81,377
81,462
81,479
82,130
82,171
82,191
82,290
82,339
82,390
83,163
83,174
83,252
83,300
83,326
83,372
83,407
83,455
84,134
84,194
84,267
84,287
84,390
84,446
85,86
85,167
86,323
86,396
87,250
87,360
87,367
87,437
88,114
88,262
88,284
88,479
89,277
90,233
90,452
90,455
91,125
91,242
91,430
91,451
91,471
92,166
92,478
93,246
93,305
93,350
94,167
94,183
94,188
94,298
94,302
95,102
95,119
95,244
95,268
95,467
95,484
96,192
96,263
96,384
96,422
96,468
97,101
97,110
97,203
97,281
97,452
98,107
98,275
98,410
99,147
99,164
99,254
99,273
100,278
100,351
100,370
100,445
100,459
101,113
101,287
101,338
101,407
102,156
102,312
102,395
102,399
102,420
102,473
103,230
103,282
103,309
103,414
103,447
103,464
103,497
104,138
104,191
104,396
105,213
105,356
105,420
106,118
106,127
106,141
106,162
106,216
106,332
108,310
108,337
109,298
110,493
111,135
111,273
111,308
111,332
111,451
112,239
112,304
112,313
112,360
113,320
113,456
114,234
115,401
116,178
116,201
117,207
118,210
118,263
118,398
119,153
119,178
119,195
119,258
119,392
119,454
119,470
120,166
120,238
120,274
120,320
120,324
120,326
120,381
121,259
121,455
122,296
123,280
123,308
123,429
123,489
124,214
125,166
125,204
125,254
125,310
126,306
126,470
127,231
128,286
128,291
128,386
128,408
128,489
129,263
129,315
129,462
130,134
130,162
130,183
130,270
130,467
130,479
131,196
132,475
133,167
133,280
134,222
134,271
134,385
135,156
135,251
135,410
136,316
136,361
137,202
137,276
137,445
137,451
138,267
139,191
139,312
139,363
139,381
139,446
140,231
140,345
141,341
141,379
141,493
142,287
142,312
142,322
142,389
142,417
142,430
143,190
143,206
143,251
143,398
143,480
144,340
145,205
145,249
145,261
145,294
145,314
145,438
145,441
145,477
146,164
146,191
146,282
146,381
147,226
147,249
147,412
148,253
148,323
148,348
148,417
148,465
149,334
149,347
150,385
151,201
151,307
151,358
151,452
152,226
152,279
152,400
152,446
152,468
153,338
153,471
154,197
154,224
154,459
154,463
155,178
156,177
156,182
156,456
156,482
156,484
157,392
157,444
157,489
157,496
158,196
158,236
158,283
159,212
159,473
160,373
160,402
161,207
161,226
161,230
163,168
163,187
163,194
163,477
164,173
164,198
164,332
165,183
165,263
165,423
165,440
166,184
166,277
166,278
166,438
168,338
169,218
169,236
169,248
169,464
170,233
170,355
170,368
170,451
171,281
171,361
171,420
172,344
172,403
175,193
175,470
176,252
177,239
177,464
178,225
178,247
178,262
178,381
179,257
179,351
179,480
180,283
180,320
180,324
180,347
180,358
181,315
181,353
182,441
182,453
183,259
183,409
183,463
184,326
184,437
184,483
184,487
185,219
185,336
185,422
185,453
186,328
187,358
188,419
188,423
189,258
189,381
190,191
190,260
190,286
191,491
192,240
193,235
193,471
194,255
194,302
194,332
194,371
194,384
194,469
194,474
194,484
195,484
196,265
196,344
197,256
197,290
197,486
199,248
199,254
199,259
200,269
200,290
200,296
200,357
200,482
201,401
201,404
202,257
202,324
202,353
202,405
202,432
202,433
202,496
203,274
203,470
204,336
204,351
204,429
204,476
205,352
206,318
207,377
208,297
208,399
208,413
209,223
209,335
210,233
210,298
211,341
211,468
212,222
212,342
213,240
213,284
213,389
213,482
214,232
215,421
216,265
216,381
216,459
217,299
218,497
219,343
220,253
220,312
220,357
220,411
220,416
221,270
221,302
221,352
221,406
221,471
221,485
223,357
224,323
224,340
224,486
225,240
226,283
226,300
226,314
227,302
227,443
228,317
229,284
229,400
231,298
232,244
232,250
232,336
232,385
233,472
233,481
234,293
234,490
234,493
235,462
237,275
238,382
238,440
238,457
238,459
239,371
239,382
239,479
240,315
240,367
240,375
240,391
240,487
243,340
243,489
244,399
245,336
246,274
246,344
249,415
250,316
250,367
250,369
250,490
251,352
251,378
251,395
252,304
252,370
253,381
253,445
254,267
254,463
256,399
256,494
257,323
258,466
259,423
259,437
260,278
260,321
260,337
260,440
262,333
263,267
263,374
264,394
264,425
265,392
266,292
266,383
266,390
268,328
269,340
269,364
270,450
270,480
271,332
271,352
271,480
272,331
272,462
273,420
273,443
273,499
274,307
274,337
274,383
274,437
275,324
275,422
275,427
275,477
276,289
278,283
278,362
278,381
278,443
280,420
280,456
280,466
280,495
282,408
282,409
282,493
283,310
283,327
283,375
283,415
284,382
284,421
284,449
286,312
286,343
286,401
286,423
288,296
289,375
289,422
289,442
290,404
291,417
292,432
292,474
293,391
293,425
294,322
294,394
294,486
298,360
298,363
299,413
299,438
300,354
300,355
300,392
300,480
300,495
301,453
302,339
302,449
305,402
305,430
305,479
307,327
307,455
308,347
311,418
311,446
313,353
313,451
316,322
317,389
318,349
318,477
318,494
319,348
319,390
320,350
320,455
320,491
321,345
321,358
321,441
321,469
323,360
323,426
323,444
323,469
323,473
325,330
325,367
325,392
325,444
327,329
328,339
329,396
329,471
330,403
332,358
332,485
333,394
334,453
334,479
336,338
337,362
338,345
338,428
339,355
340,473
340,487
342,499
343,411
343,421
343,440
343,449
343,498
344,400
344,423
344,432
345,426
346,467
347,461
348,392
349,445
350,422
350,453
350,482
352,457
353,434
354,374
356,380
356,383
356,473
358,371
359,477
360,442
360,471
360,487
361,366
363,385
363,477
365,374
365,378
366,372
366,400
367,388
367,427
367,454
368,494
369,419
372,421
374,411
376,404
376,472
377,493
378,455
379,462
380,487
381,442
382,419
382,455
385,394
385,395
385,478
388,469
389,402
389,406
389,452
389,454
389,458
389,482
391,417
392,437
392,443
394,466
395,489
397,434
399,451
401,489
405,489
406,466
409,457
411,491
412,458
412,486
415,470
420,439
421,425
421,480
422,460
427,496
435,453
436,467
436,498
441,491
442,494
445,459
448,484
450,465
450,470
451,452
452,464
455,481
455,487
458,462
462,470
475,480
476,487
478,487
479,495
490,499
