0,4
0,5
0,11
0,33
0,55
0,63
0,84
0,110
0,139
0,159
0,166
0,174
0,250
0,287
0,288
0,297
0,354
0,361
0,495
0,577
0,691
0,720
0,749
0,848
0,897
0,931
0,949
0,1105
0,1144
0,1200
0,1282
0,1420
0,1680
0,1703
0,1742
0,1765
0,1772
0,1782
0,1787
0,1797
0,1892
0,1947
0,1990
0,2008
0,2028
0,2404
0,2410
0,2418
0,2493
0,2652
0,2772
0,2897
0,2917
0,3019
0,3189
0,3192
0,3289
0,3909
0,4003
0,4227
0,4713
0,4956
0,4980
1,4
1,5
1,6
1,9
1,15
1,33
1,39
1,49
1,67
1,73
1,106
1,167
1,184
1,316
1,447
1,610
1,630
1,690
1,958
1,1225
1,1243
1,1356
1,1364
1,1701
1,2038
1,2381
1,2384
1,2658
1,2683
1,2848
1,3247
1,3274
1,3379
1,3574
1,3680
1,3995
1,4002
1,4031
1,4181
2,4
2,8
2,10
2,13
2,14
2,16
2,20
2,23
2,28
2,29
2,31
2,32
2,34
2,44
2,75
2,79
2,81
2,87
2,138
2,154
2,187
2,198
2,300
2,304
2,322
2,395
2,416
2,444
2,473
2,496
2,506
2,605
2,609
2,764
2,836
2,857
2,885
2,887
2,939
2,950
2,989
2,1022
2,1050
2,1084
2,1088
2,1131
2,1361
2,1446
2,1550
2,1556
2,1616
2,1717
2,1729
2,1785
2,1849
2,1880
2,1981
2,1987
2,2057
2,2065
2,2109
2,2149
2,2216
2,2252
2,2336
2,2397
2,2531
2,2724
2,2725
2,2743
2,2765
2,2781
2,3234
2,3610
2,3842
2,3877
2,4337
2,4400
2,4808
2,4869
2,4872
2,4916
2,4996
3,4
3,5
3,6
3,7
3,8
3,14
3,15
3,17
3,18
3,24
3,27
3,30
3,49
3,64
3,73
3,88
3,90
3,105
3,109
3,111
3,115
3,126
3,127
3,142
3,144
3,154
3,156
3,164
3,165
3,170
3,218
3,234
3,239
3,240
3,254
3,260
3,271
3,273
3,292
3,353
3,376
3,383
3,409
3,440
3,442
3,450
3,474
3,478
3,505
3,528
3,538
3,590
3,614
3,639
3,754
3,832
3,879
3,905
3,967
3,1000
3,1006
3,1007
3,1057
3,1081
3,1093
3,1170
3,1184
3,1220
3,1268
3,1471
3,1577
3,1688
3,1862
3,1866
3,1953
3,2146
3,2191
3,2274
3,2305
3,2341
3,2590
3,2696
3,2808
3,2860
3,2981
3,2999
3,3067
3,3083
3,3184
3,3226
3,3284
3,3301
3,3310
3,3325
3,3432
3,3452
3,3457
3,3516
3,3527
3,3565
3,3581
3,3712
3,3796
3,3835
3,3898
3,3901
3,3903
3,3974
3,4004
3,4033
3,4251
3,4302
3,4351
3,4368
3,4424
3,4440
3,4450
3,4555
3,4566
3,4629
3,4636
3,4747
3,4801
4,5
4,6
4,7
4,9
4,16
4,17
4,21
4,25
4,30
4,32
4,35
4,41
4,42
4,45
4,57
4,60
4,61
4,63
4,69
4,72
4,77
4,83
4,86
4,93
4,97
4,104
4,105
4,111
4,117
4,121
4,122
4,124
4,126
4,149
4,160
4,181
4,202
4,205
4,208
4,215
4,224
4,229
4,263
4,276
4,279
4,290
4,302
4,312
4,322
4,331
4,339
4,340
4,350
4,353
4,365
4,372
4,384
4,398
4,441
4,443
4,446
4,460
4,474
4,500
4,519
4,541
4,570
4,573
4,578
4,582
4,588
4,596
4,598
4,604
4,640
4,690
4,691
4,752
4,793
4,801
4,847
4,857
4,861
4,873
4,875
4,908
4,913
4,914
4,927
4,934
4,949
4,1055
4,1081
4,1110
4,1122
4,1136
4,1227
4,1246
4,1272
4,1293
4,1308
4,1353
4,1398
4,1425
4,1460
4,1473
4,1554
4,1555
4,1567
4,1572
4,1573
4,1597
4,1606
4,1609
4,1623
4,1624
4,1696
4,1732
4,1786
4,1832
4,1833
4,1838
4,1867
4,1873
